@relation R_data_frame

@attribute att6 numeric
@attribute att9 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att22 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att28 numeric
@attribute att33 numeric
@attribute att35 numeric
@attribute att37 numeric
@attribute att40 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att45 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att59 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att65 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att76 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att84 numeric
@attribute att86 numeric
@attribute att88 numeric
@attribute att91 numeric
@attribute att94 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att102 numeric
@attribute att105 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att129 numeric
@attribute att133 numeric
@attribute att136 numeric
@attribute att138 numeric
@attribute att143 numeric
@attribute att146 numeric
@attribute att148 numeric
@attribute att154 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att162 numeric
@attribute att166 numeric
@attribute att169 numeric
@attribute att174 numeric
@attribute att176 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att183 numeric
@attribute att186 numeric
@attribute att188 numeric
@attribute att190 numeric
@attribute att192 numeric
@attribute att199 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att207 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att213 numeric
@attribute att218 numeric
@attribute att223 numeric
@attribute att224 numeric
@attribute att225 numeric
@attribute att228 numeric
@attribute att230 numeric
@attribute att234 numeric
@attribute att240 numeric
@attribute att242 numeric
@attribute att243 numeric
@attribute att244 numeric
@attribute att247 numeric
@attribute att248 numeric
@attribute att249 numeric
@attribute outlier string

@data
8157,19033,39,5220,0.876,5626,48,0.9,0.3,32,8.5,20,507,4815,7654,0.69,68,417,3.8,84,3086,73.8,5.1,5.9,8849,4.9,39385,0.594,468,0.51,0.61,3.16,76206,5035,57218,0.482,4.89,2.73,8.9,4024,0.36,0.023,60.9,0.58,6.24,2,0.569,0.297,0.297,9259,5.43,4519,6.4,0.378,48.7,3006,0.638,9.2,5849,82,62.3,9,0.42,0.627,0.74,0.37,6.9,1.25,53,926,6.49,218,86,0.593,25.4,52.2,0.33,81.5,28564,182,53256,84.1,0.78,5.8,32.7,0.8,62329,2.82,92278,0.18,838,409,0.077,6080,34,33382,3.11,7126,7632,0.5,57148,94175,4.3,92952,4.65,no
7949,26712,71,4863,0.776,4580,12,0.42,0.34,38,8.43,61,307,6668,7166,0.6,72,377,0.8,66,3025,74.1,5.7,1.9,8804,2.8,28763,0.534,383,0.54,0.53,3.09,79997,5154,81848,0.577,8.15,2.84,8.5,4064,0.23,0.242,24.9,0.78,7.99,4,0.398,0.321,0.28,8039,4.55,3795,5.5,0.599,53.1,8365,0.633,8.3,4003,71,62.6,6,0.72,0.579,0.75,0.56,8.3,6.52,55,874,6.62,238,75,0.574,22.3,80.7,0.67,74.6,37194,268,18950,87.6,0.7,3.4,27,5.4,56490,6.08,40094,0.174,697,483,0.116,6719,70,36913,3.33,7068,7366,0.61,54050,93727,3.4,93947,6.06,no
7543,29661,35,5298,0.913,3758,63,0.74,0.52,30,8.55,49,323,5603,7470,0.25,57,402,2.4,87,4840,68,5.6,5.8,8644,2.7,80894,0.511,694,0.11,0.81,2.98,87743,5937,78183,0.485,8.93,2.14,8.9,3668,0.47,0.227,41.4,0.88,5.67,3.2,0.395,0.202,0.274,4584,5.69,4830,6.5,0.596,50.8,2214,0.598,8.2,5857,51,64.3,7.6,0.7,0.77,0.37,0.48,8.3,4.1,54,882,6.64,302,83,0.692,82.8,54.3,0.75,72.6,85956,270,20604,88,0.77,5.5,36.4,1.4,59531,1.43,54614,0.173,808,541,0.061,4694,42,36089,0.78,7098,7457,0.38,54911,94466,3.3,92269,2.35,no
7828,29520,33,1978,0.884,4342,31,0.61,0.27,30,8.62,22,180,4257,7379,0.46,93,367,1.8,80,3082,72.9,5.7,5.9,8382,4.8,47989,0.62,672,0.27,0.65,3.21,76200,5806,94784,0.493,8.94,2.75,5.4,3985,0.38,0.257,22.1,0.82,7.07,3.6,0.394,0.376,0.284,7714,5.67,4185,1.4,0.458,48.3,3473,0.622,3.8,5335,73,63,8.8,0.76,0.271,0.49,0.62,8.7,5.27,29,858,6.81,309,87,0.733,24.2,54.1,0.84,72.1,88651,252,62747,87.6,0.51,5.2,51.8,4.6,62652,5.6,40810,0.292,785,417,0.105,5948,39,35383,0.96,7126,7278,0.38,50779,95805,2,95251,3.21,no
7676,28707,43,5103,0.861,5983,17,0.69,0.29,56,8.47,62,262,6676,7651,0.22,94,413,0.9,48,3061,70.3,6.3,4.6,8903,3.3,78552,0.539,207,0.52,0.76,2.92,78057,4366,93435,0.465,8.28,2.73,4.5,3571,0.44,0.145,21.2,0.54,6.95,2.1,0.568,0.489,0.328,4322,5.65,4786,5.1,0.421,49.2,1681,0.626,9.1,4830,44,62.1,6,0.38,0.631,0.69,0.39,3.7,1.56,36,877,5.74,297,80,0.576,86.6,55.6,0.84,71,39648,134,88927,87.2,0.76,4.8,28.8,4.7,65846,1.26,89199,0.182,786,416,0.064,6328,25,32252,9.07,7089,7739,0.79,54159,93653,2.9,89749,8.74,no
7864,28870,27,5694,0.649,5699,20,0.53,0.56,31,8.95,30,329,4432,7689,0.33,59,374,1.3,87,4689,67.5,4.9,1.9,8094,3.8,53859,0.521,693,0.14,0.85,3.17,78537,4787,82604,0.542,8.63,2.76,8.6,3738,0.48,0.217,62.4,0.82,7.7,2.7,0.589,0.117,0.292,4466,5.69,4821,2.7,0.598,50.2,8232,0.63,8.7,4816,76,62.4,9.1,0.59,0.389,0.57,0.57,9.4,0.86,55,888,6.06,351,38,0.582,62.2,61.1,0.63,70.5,29323,264,19362,85.6,0.53,4.2,50.6,1.4,66094,0.85,38395,0.164,783,440,0.118,6649,69,43268,3.15,7045,7278,0.76,40336,92435,5.2,92608,2.62,no
8126,25453,57,1304,0.911,7020,16,0.5,0.34,52,8.57,31,433,6126,7669,0.48,94,421,0.7,91,3073,69.5,3,1.9,8821,5.2,31109,0.54,649,0.54,0.52,3.41,87276,5365,82400,0.471,4.9,2.36,8.9,3806,0.51,0.241,35.6,0.8,7.83,3.5,0.59,0.313,0.336,4750,4.47,4649,5.5,0.459,42.5,8974,0.633,5.2,4004,51,63,6.4,0.71,0.302,0.77,0.39,8.4,6.59,53,875,6.16,266,83,0.601,24.4,52.2,0.53,68.7,60390,270,87774,88.7,0.85,4.4,45.8,1.5,67615,5.45,66765,0.288,745,406,0.068,4679,60,42042,7.73,7087,8004,0.81,54583,93566,4.4,95835,5.36,no
7970,29559,40,5674,0.7,3563,48,0.52,0.32,33,8.61,21,851,5481,7713,0.67,72,456,1.7,53,3096,71,5.4,1.9,8440,4,33085,0.582,258,0.11,0.61,2.85,79786,4991,77546,0.566,8.27,2.72,4.6,3971,0.47,0.271,51.8,0.88,7.32,1.9,0.532,0.234,0.38,5259,5.66,4910,1,0.383,45.7,8844,0.62,8.3,3549,79,62.4,1.1,0.41,0.284,0.67,0.32,3.3,1.07,52,867,7.03,321,63,0.583,25,54.3,0.4,50.7,27869,130,88311,84.1,0.75,5.2,50.5,1.3,57486,2.39,51965,0.175,784,408,0.105,4728,36,36428,2.17,7105,8439,0.67,40274,93557,3,97472,2.77,no
8181,25810,61,5587,0.838,4448,15,0.67,0.33,49,8.69,61,242,5424,7409,0.69,94,380,3.7,78,4520,73.6,2.6,2.1,8831,3.7,34631,0.555,521,0.18,0.81,3.18,87787,5748,74800,0.476,8.16,2.68,4.6,3830,0.36,0.216,15.8,0.85,7.91,3,0.396,0.457,0.282,4047,4.45,4889,5.2,0.678,50.3,7160,0.678,5,5731,48,64.1,5.8,0.67,0.245,0.34,0.42,5.6,5.94,26,858,6.6,291,53,0.581,79.2,54,0.85,75.6,88107,183,87924,87.9,0.78,3.7,40.4,4.8,55457,6.8,55421,0.125,860,534,0.106,4699,18,41671,3.58,7127,7379,0.78,58385,93640,1.6,87145,8.16,no
7812,29450,54,1501,0.848,7304,63,0.72,0.55,33,8.9,21,160,4731,7684,0.38,65,376,1.8,93,4657,70.4,5.4,2.2,8181,4,71650,0.608,260,0.41,0.51,3.24,85487,5915,74673,0.561,4.97,2.65,4.5,3534,0.49,0.217,58.9,0.81,7.39,1.3,0.59,0.317,0.342,5224,5.65,4876,6.5,0.448,51.4,1423,0.627,2.1,4008,50,63.5,6,0.62,0.266,0.26,0.17,7.6,1.31,37,872,6.05,351,41,0.737,23.3,63,0.33,74.8,77139,213,35645,84.6,0.78,4.7,26.5,2.5,55386,0.93,38474,0.138,715,416,0.099,6740,61,33955,5.44,7130,7507,0.43,53768,93731,5.5,89835,8.63,no
7720,29671,36,5441,0.635,6794,32,0.59,0.48,55,8.69,19,370,4462,7532,0.36,95,388,3.7,65,2726,70.1,5.6,2,8268,5.1,80676,0.559,536,0.25,0.53,3.22,76241,5881,78526,0.455,8.67,2.15,8.6,3716,0.37,0.258,17.2,0.72,7.82,2.1,0.505,0.257,0.454,4539,4.82,4907,2,0.45,51.1,3933,0.639,8.9,4003,73,62.2,5.9,0.96,0.146,0.77,0.26,4.2,0.96,54,854,6.03,249,86,0.58,64.8,54,0.35,70.5,89196,327,31861,86.1,0.56,5.6,51.3,3.4,62428,4.98,38623,0.161,775,413,0.096,6740,20,41450,1.58,7134,6479,0.78,57439,93761,5.4,98579,4.85,no
7789,29505,66,5343,0.843,6505,30,0.77,0.33,32,8.99,63,342,4908,7417,0.48,65,372,0.7,87,3052,68.5,4.3,3.7,8038,2.3,78232,0.56,178,0.1,0.78,2.9,78163,5325,75957,0.461,8.91,2.26,8.6,3968,0.38,0.152,30.2,0.78,5.78,2.9,0.487,0.085,0.39,4777,4.42,4190,1.1,0.361,51.7,2322,0.673,8.7,4098,82,62.5,4.6,0.16,0.618,0.59,0.39,8.2,0.93,43,865,6.87,303,67,0.606,23,54.4,0.84,81.8,40197,266,42562,87.2,0.66,3.3,27.6,0.8,69019,6.85,48994,0.12,689,409,0.124,6740,50,38634,0.84,7132,6684,0.8,55165,96206,3.4,93718,4.82,no
8155,25400,38,4916,0.684,3414,26,0.89,0.33,30,8.55,27,915,6575,7135,0.42,95,373,3.7,40,3894,69.3,6.1,4,8175,4.7,80283,0.564,269,0.09,0.75,3.17,76207,5850,65933,0.434,7.41,2.83,4.8,3873,0.47,0.182,19.2,0.77,6.98,2.3,0.399,0.473,0.408,7641,5.62,4433,1.7,0.456,43.8,7873,0.637,3.1,5351,82,63.3,9,0.19,0.582,0.79,0.27,7.8,5.23,52,885,5.99,231,38,0.6,86,54.3,0.57,75.7,33330,267,46432,87.3,0.66,5.5,50.8,4.7,66060,6.82,48647,0.186,689,379,0.102,6714,59,37083,3.25,7075,7566,0.38,58403,94066,5,95897,8.72,no
8136,29444,35,4831,0.666,3451,33,0.63,0.29,35,8.54,64,583,4586,7007,0.51,56,421,1.3,51,3022,73.7,3.8,2.8,8405,2.8,57966,0.515,481,0.11,0.76,3.53,82414,4816,69006,0.496,5.04,2.75,8.9,3456,0.45,0.244,60,0.5,6.8,1.6,0.587,0.473,0.326,4060,4.46,4404,2.3,0.46,42.9,8524,0.564,7.9,5475,79,62,2,0.93,0.253,0.35,0.41,8.3,6.14,22,909,7.04,246,41,0.598,82.5,54.2,0.83,70.9,28990,215,87739,87.5,0.65,4.1,34.9,1.8,63393,6.89,38425,0.185,784,411,0.11,5236,60,42369,6.83,7053,7279,0.37,40272,93711,2.6,93251,2.73,no
7837,24988,69,5514,0.902,5188,60,0.45,0.28,81,8.55,63,287,4526,7738,0.57,95,473,2.2,92,3103,73.4,5.4,1.9,8385,2.6,74572,0.599,628,0.17,0.57,3.16,79985,5935,81495,0.459,4.9,2.39,5.8,3531,0.34,0.232,57.5,0.82,7.64,1.3,0.587,0.298,0.458,4672,4.46,4440,6.5,0.379,43.8,2619,0.632,1,3530,82,62.4,3.1,0.69,0.3,0.44,0.39,9.2,6.23,27,878,5.58,225,43,0.779,23.9,54.6,0.35,78.5,49638,243,88986,87.3,0.63,5.3,29.4,2.5,69020,4.26,92010,0.164,689,403,0.108,4692,57,41914,0.43,7067,7278,0.3,54782,92623,4,89631,4.28,no
7611,17713,71,5204,0.6,7040,64,0.46,0.47,34,8.55,60,504,4836,7143,0.31,92,370,3.8,92,3032,66.7,6.5,3.1,7428,5.1,54506,0.598,461,0.37,0.63,3.12,81374,5584,59400,0.558,4.95,2.04,4.6,3755,0.47,0.23,16.5,0.81,5.93,2.3,0.586,0.249,0.283,4002,4.43,4875,5.6,0.679,44.9,2932,0.632,3,5877,80,62.3,8.2,0.66,0.173,0.71,0.15,7,1.31,56,931,6.04,221,78,0.755,23,53.3,0.35,51.1,84926,169,25468,87.2,0.78,6,26.3,4.7,69184,5.49,74139,0.232,691,520,0.081,4665,56,43138,7.08,7078,8005,0.79,58337,96222,1.2,97929,3.53,no
8080,29171,47,5245,0.669,6085,63,0.61,0.36,32,8.92,21,248,6654,7612,0.33,95,416,0.6,53,3904,73.4,5.1,3.2,8533,3.3,43922,0.619,176,0.51,0.75,3.17,83148,5931,92322,0.535,8.89,2.16,8.4,4198,0.52,0.022,54.5,0.5,7.95,3.5,0.452,0.459,0.279,9060,4.93,4318,6.2,0.458,50.4,7183,0.584,1.4,4086,78,62.7,6.7,0.43,0.629,0.71,0.24,7.6,5.83,28,914,6.15,229,72,0.349,63.1,54.1,0.8,71.8,77278,215,23994,87.3,0.67,5.6,27.4,4.3,68706,1.16,46541,0.173,762,417,0.109,6241,44,41816,1.85,7109,6807,0.27,46460,92375,0.7,93734,2.49,no
7778,19389,30,1255,0.655,5671,12,0.86,0.28,33,8.54,65,328,5102,7561,0.27,95,479,3.8,92,3066,66.7,3.7,3.3,8583,2.1,76219,0.612,576,0.19,0.54,2.86,74861,5938,91211,0.465,4.96,2.43,8.7,3499,0.34,0.229,26.1,0.81,5.74,1.6,0.588,0.312,0.272,3882,5.63,4092,4.4,0.375,45.9,7967,0.69,9.3,5430,42,62.2,8.8,0.52,0.453,0.79,0.55,3.3,2.26,59,897,7.13,249,85,0.583,61,76.1,0.35,81.8,86505,272,26024,83.7,0.54,6,27.5,4.8,61451,5.65,50388,0.12,739,413,0.106,6739,66,42878,4.51,7092,7329,0.78,49887,92811,1.4,93877,2.9,no
7947,18174,56,5102,0.912,4366,12,0.9,0.33,58,8.96,22,582,6604,7008,0.61,94,476,1.8,88,2803,70,6.9,5,8264,4.9,75522,0.539,717,0.15,0.88,3.23,76229,4439,78160,0.44,7.56,2.6,8.4,3847,0.51,0.274,60.9,0.78,6.57,2,0.59,0.068,0.413,6929,4.6,4026,4.7,0.456,45.2,6299,0.64,7.9,5258,73,64.3,5.6,0.8,0.3,0.51,0.24,8.7,1.99,55,877,6.08,241,56,0.716,22.3,51.2,0.34,82,31250,220,19587,88.7,0.55,5.9,25.9,2.6,56340,6.78,93819,0.352,779,416,0.053,6739,57,35444,1.31,7119,7994,0.81,45420,93632,3.9,98092,5.93,no
7950,25472,69,3183,0.9,6371,32,0.63,0.36,41,8.33,54,193,4933,7672,0.5,74,395,3.4,93,2884,68.5,6.8,2.7,8397,4.4,43919,0.514,314,0.19,0.54,3.3,79778,4989,88108,0.497,4.97,2.82,4.9,3342,0.48,0.122,41.6,0.69,6.05,3.8,0.546,0.276,0.289,8808,5.69,4434,2.2,0.642,52.1,2298,0.633,7.4,5695,82,62,8.2,0.65,0.57,0.47,0.18,8.4,1.69,59,881,7.19,259,51,0.598,61.6,72.2,0.35,63.2,47461,225,32209,84.4,0.77,3.8,29.7,2.9,55458,0.76,59344,0.155,772,404,0.118,6720,58,37525,7.85,7134,7958,0.37,40261,96210,5.6,98138,2.29,no
8143,27581,65,2064,0.628,5400,31,0.66,0.31,31,8.84,52,317,5158,7225,0.22,66,419,3.1,39,3093,67.9,2.7,1.9,8812,2.8,74051,0.622,511,0.54,0.53,3.06,80137,5935,67240,0.464,5.86,2.29,8.8,3282,0.35,0.249,43.5,0.85,5.61,1.5,0.547,0.368,0.283,5213,5.62,4339,2.8,0.648,40.7,7794,0.639,8.5,5488,80,62.4,9.1,0.83,0.161,0.74,0.57,8.7,2.31,55,856,5.63,359,37,0.574,25.4,54.3,0.33,81.8,33376,255,69034,87.3,0.75,3.6,44.1,5.3,66186,3.74,93196,0.169,710,415,0.09,4686,68,34143,3.26,7143,7405,0.35,47828,93654,3.3,98256,4.99,no
7948,18980,70,2321,0.86,5730,61,0.8,0.27,32,8.69,19,198,6611,7700,0.24,72,418,1.5,69,3063,74.3,3.8,5.7,8781,4.9,80973,0.631,181,0.17,0.52,3.46,75995,5221,62907,0.436,8.74,2.51,4.5,3740,0.38,0.092,31.6,0.87,7.98,3.7,0.587,0.471,0.387,5263,5.54,4345,5.5,0.46,48.1,2377,0.564,9.1,3611,66,62.1,5.1,0.91,0.444,0.33,0.49,8.4,5.93,43,859,7.01,254,69,0.597,22.7,57,0.66,80.7,47167,305,87719,83.1,0.68,6.3,52.5,1,63547,2.29,59979,0.173,786,455,0.066,4699,29,40946,3.66,7048,8026,0.78,49935,96226,4.8,97850,6.46,no
7810,26198,72,5594,0.877,6110,30,0.9,0.32,29,8.62,23,189,6544,7551,0.27,90,409,1.7,92,3025,73.9,5.3,1.9,8806,3.5,69780,0.567,645,0.54,0.53,3.47,76247,4367,76177,0.465,5.64,2.24,6,3588,0.48,0.215,58.9,0.8,7.38,2.5,0.52,0.321,0.304,9546,4.43,4884,5.6,0.385,52,5704,0.57,9.1,5784,54,63.4,2.7,0.35,0.292,0.75,0.35,8.6,6.49,48,918,6.97,276,45,0.577,86.4,54.6,0.9,78.1,68774,321,74844,84.4,0.77,5.4,32.2,2.5,66235,0.96,54617,0.252,689,408,0.121,4714,58,42652,3.28,7073,7753,0.79,60653,94160,2.7,87959,8.78,no
7804,23674,48,5610,0.641,7215,39,0.66,0.33,70,8.54,21,203,7144,7475,0.23,60,465,1.8,85,3013,68.9,4.1,2.1,8377,4.9,63141,0.538,461,0.2,0.66,3.2,74767,5938,74427,0.434,8.51,2.46,8.9,3702,0.47,0.269,57.2,0.81,6.78,3.6,0.576,0.475,0.283,4123,5.65,4358,1.6,0.576,47.2,8504,0.685,4.2,5721,78,62.2,0.3,0.6,0.309,0.58,0.2,8.1,4.22,54,920,6.41,283,78,0.601,58.7,60,0.42,68.8,89139,131,87919,88.2,0.82,5.6,52.7,4.9,69198,6.07,90096,0.141,776,413,0.08,6725,73,35157,3.25,7051,7279,0.81,58474,95240,5.5,98068,4.88,no
7812,29475,71,2699,0.692,5578,31,0.88,0.29,29,8.33,59,302,4563,7526,0.58,93,394,0.7,59,4655,69.8,2.5,3.5,8089,4.8,76580,0.539,436,0.15,0.76,3.17,77347,5291,55355,0.473,4.96,2.8,8.8,3262,0.46,0.251,67.5,0.86,6.09,3,0.588,0.086,0.403,9385,5.67,3982,6,0.576,42.7,8477,0.711,8,4135,80,64.3,9.1,0.91,0.223,0.61,0.45,9.1,5.46,52,894,6.29,357,55,0.772,62.9,50.6,0.57,80.3,85807,132,30694,83.5,0.68,6.4,51.8,5.1,62378,0.74,46396,0.164,782,534,0.11,4788,60,37082,3.18,7131,6796,0.76,46968,92444,5.2,98607,3,no
7942,20515,32,1172,0.674,4928,16,0.88,0.55,33,8.4,29,127,3762,7273,0.49,89,407,2.2,91,3071,74.3,6.1,1.9,8183,2.6,71384,0.538,257,0.1,0.53,3.24,77344,5867,74311,0.481,8.49,2.82,8.5,3696,0.5,0.029,16.2,0.7,7.96,4.2,0.582,0.474,0.272,4729,5.52,4896,5.1,0.674,50.3,8246,0.713,1,3377,61,62.6,5.6,0.61,0.191,0.66,0.41,8.4,1.42,57,926,6.08,334,87,0.579,61.5,51.8,0.36,73.1,59377,200,75685,86.8,0.61,4,32.8,0.8,65946,2.57,76942,0.128,780,412,0.053,5966,75,36941,3.08,7129,7533,0.34,56216,93695,0.8,93343,3.53,no
7997,23887,72,1421,0.68,6259,50,0.63,0.53,29,9,25,632,6015,7362,0.3,57,415,0.7,93,3108,70.7,5.4,2,8801,2.1,58754,0.528,185,0.18,0.69,3.27,76853,5859,75248,0.473,4.95,2.36,8.9,3763,0.34,0.275,25.4,0.79,5.69,2.8,0.571,0.14,0.293,4013,4.47,3910,2,0.59,48.6,1446,0.64,6.6,4007,61,62.5,6,0.63,0.644,0.59,0.48,8.3,5.92,49,930,6.78,338,43,0.599,61.8,72,0.84,70.2,80063,186,88779,84.3,0.79,5.6,50,1.7,67355,6.15,78716,0.165,723,409,0.049,5488,35,43315,3.42,7127,7347,0.33,47928,93663,4.9,95613,8.93,no
7950,29549,37,1557,0.595,4857,53,0.7,0.33,29,8.67,63,286,6091,7741,0.62,96,475,2.1,89,3026,69.9,3.6,3.1,7318,4.8,70633,0.534,212,0.18,0.52,2.85,73400,5014,62700,0.511,5.57,2.35,8.6,3265,0.52,0.177,48.3,0.82,5.62,2.2,0.581,0.089,0.401,3783,4.44,4803,5.3,0.625,42.1,5807,0.628,8.1,5897,65,62,6.6,0.92,0.246,0.71,0.34,8.2,0.87,54,926,6.05,269,87,0.654,29,52.3,0.36,70.4,63528,283,18618,88.7,0.54,5.5,35.5,5.5,69000,1.09,55219,0.184,693,407,0.097,6309,23,31947,0.53,7054,8052,0.7,58353,93574,3.6,87739,7.27,no
7813,29707,52,5626,0.878,5639,57,0.51,0.34,29,8.56,39,353,3590,7717,0.65,86,419,1.9,90,3108,74.2,5.9,2.7,8033,4.7,80509,0.539,270,0.42,0.86,3.42,74467,4801,91091,0.497,4.9,2.29,4.5,3430,0.32,0.235,57.3,0.85,5.72,3.2,0.397,0.359,0.328,7702,4.45,4863,2.3,0.541,52.8,8032,0.624,8,3248,80,62.8,2.3,0.64,0.269,0.58,0.4,8.4,6.66,31,869,6.18,251,63,0.596,50.7,79.3,0.48,71.3,84470,155,87611,86,0.85,3.9,51.6,3.1,62240,6.79,56069,0.255,778,408,0.089,4998,59,40718,1.39,7074,7682,0.78,48177,96206,4,95719,6.59,no
7949,29510,35,1264,0.436,5117,62,0.9,0.37,32,8.82,25,380,4446,7510,0.37,67,403,0.6,92,4746,74,4.8,2.7,7557,3.7,32313,0.576,467,0.42,0.87,2.96,77317,5865,93744,0.442,4.91,1.77,5.1,3326,0.47,0.081,57.6,0.83,5.48,2.8,0.508,0.233,0.284,4018,5.66,3899,5.2,0.577,40.6,8891,0.637,8.9,4067,58,63.5,0.5,0.24,0.8,0.28,0.14,5.5,0.91,54,914,6.56,218,53,0.588,81.6,54.6,0.33,70.3,90329,249,19046,83.6,0.83,6.2,27.8,4.9,58263,1,92402,0.166,710,518,0.087,6315,61,32231,3.28,7131,7710,0.35,48894,92241,3.4,97275,8.03,no
8036,29602,39,5286,0.556,7273,38,0.89,0.35,69,8.57,25,868,4159,7505,0.54,93,374,0.7,38,3770,68.2,3.5,5.8,8814,4.5,43336,0.54,558,0.18,0.54,2.96,75686,5620,88724,0.462,7.73,2.8,5,3781,0.47,0.213,58.8,0.77,5.68,2,0.581,0.087,0.326,5605,5.67,4186,1.4,0.527,42.8,8885,0.638,2.7,4119,75,61.8,1.1,0.4,0.151,0.7,0.22,8.9,1.41,58,871,6.04,308,48,0.698,22.3,54,0.85,81.9,30631,139,87879,83.8,0.69,4.1,25.9,5.5,55389,4.89,78081,0.165,774,412,0.069,6731,59,41573,2.13,7123,7299,0.78,56668,93615,4.5,94413,7.96,no
7950,29547,72,2419,0.554,4556,65,0.52,0.32,74,8.61,18,776,5338,7357,0.29,61,387,3.2,55,3063,67,5,5.9,8730,2.3,39151,0.616,314,0.55,0.54,2.93,82213,5813,79567,0.434,5.57,2.78,4.5,3335,0.47,0.134,65.2,0.91,5.81,4.3,0.398,0.156,0.398,9663,5.66,3872,3,0.658,45.3,8805,0.634,9,5881,45,62,9,0.77,0.206,0.31,0.23,9.3,4.42,27,912,6.45,318,81,0.59,71.9,79.6,0.6,73.8,34241,242,90744,87.8,0.73,5.8,37.8,1.8,56765,0.98,44380,0.334,823,453,0.108,4711,18,41625,0.68,7075,7216,0.81,48040,96019,0.8,89499,8.81,no
7754,29685,71,5484,0.644,6038,15,0.89,0.33,69,8.89,21,354,6505,7666,0.44,91,374,1.2,89,3622,66.8,5,2.4,8902,4.7,63177,0.537,684,0.35,0.53,2.92,80010,5845,79231,0.577,5.47,2.18,8.9,3350,0.49,0.246,54.1,0.71,6.97,2.1,0.581,0.288,0.404,5417,4.45,4795,1.9,0.673,44,2218,0.638,8.3,3560,52,63.6,0.7,0.9,0.631,0.65,0.61,8.7,0.85,57,861,6.78,345,76,0.64,62.4,82.5,0.34,55,90171,367,89902,87.3,0.78,5.2,40.2,1.6,65946,0.79,38513,0.17,786,543,0.109,4746,17,37148,1.68,7076,7990,0.81,50250,96130,4.4,97973,7.11,no
8030,29584,27,1331,0.682,5604,31,0.8,0.33,37,8.39,58,318,7029,7664,0.45,95,367,2.4,92,3021,74,5.2,2,8939,2.5,78509,0.538,486,0.2,0.52,3.21,81446,5229,74416,0.497,8.56,2.19,6.2,3704,0.38,0.229,55.7,0.89,6.2,1.7,0.586,0.219,0.276,7007,5.64,4448,2.6,0.568,41.5,8052,0.633,4.9,4046,65,62.8,4.4,0.83,0.364,0.34,0.37,3.7,6.52,49,891,7.21,316,62,0.581,62.6,52.1,0.37,70.6,87949,142,85257,87.3,0.69,5.8,30.2,5.5,62241,6.8,56019,0.166,721,321,0.124,5151,58,33393,1.37,7073,6772,0.5,55368,94931,4.1,98350,2.47,no
7828,18550,39,5697,0.867,4496,63,0.89,0.38,74,8.66,22,540,5080,7710,0.23,93,456,1.6,82,2820,73.9,2.7,1.9,8746,5.2,30628,0.548,708,0.18,0.51,3.12,76508,5849,95291,0.489,8.7,2.24,8.4,3645,0.47,0.271,26.3,0.79,8.08,2.9,0.58,0.174,0.317,9653,5.63,4887,6,0.431,47.7,8470,0.638,7.9,4130,67,63.2,9.1,0.6,0.529,0.43,0.49,8.3,4.48,53,859,7.02,218,87,0.689,22.7,84.8,0.82,54.7,85190,243,35243,84.1,0.72,3.4,39.4,4.2,69200,6.54,93145,0.24,762,413,0.122,4808,60,41874,2.9,7067,8079,0.45,59156,92301,3,87254,2.77,no
7565,28691,55,5143,0.641,3283,28,0.52,0.38,33,8.4,21,315,3942,7012,0.25,93,452,3.7,64,3048,71,5.4,3.7,8611,2.1,76653,0.6,624,0.53,0.78,3.25,77681,4977,93856,0.509,7.59,2.19,8.7,3754,0.24,0.222,57.7,0.9,7.93,2.9,0.438,0.474,0.286,4556,4.58,4713,5.7,0.459,53.3,1789,0.575,6.7,4380,80,66.9,6.2,0.88,0.552,0.74,0.16,8.3,5.14,41,855,6.75,243,67,0.697,68.1,54.4,0.56,82.4,32283,268,74899,84.3,0.85,5.4,27,3.5,65951,3.15,93493,0.183,705,415,0.09,6309,50,36294,1.26,7044,7322,0.29,40272,93640,4.4,97223,8.37,no
