@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute outlier string

@data
0.403869,395,425,0.170254,8,5,65,2.413999,1.12123,16,0.748991,2.973614,117,1211,no
0.403869,2617,25,0.170254,3,5,0,2.413999,0.394345,0,0.640258,2.973614,0,1,no
0.403869,4192,42,0.170254,8,8,21,2.413999,1.12123,6,0.748991,2.973614,220,949,no
0.403869,2133,75,0.170254,6,4,1415,2.413999,1.12123,1,0.748991,2.973614,80,9801,no
0.403869,2825,5125,0.170254,14,4,475,2.413999,1.12123,2,0.748991,2.973614,420,8,no
1.101812,1842,925,0.170254,11,4,121,2.413999,1.12123,4,0.748991,2.973614,60,541,no
1.101812,2325,5875,0.170254,11,4,317,2.413999,1.12123,10,0.748991,2.973614,120,246,no
0.403869,2833,5,0.170254,9,4,11,2.413999,0.394345,0,0.640258,2.973614,70,1,no
0.403869,32,175,1.896056,10,8,4,2.413999,0.394345,0,0.640258,2.973614,393,1,no
1.101812,2842,35,0.170254,9,4,835,2.413999,0.394345,0,0.748991,0.069449,280,1,no
0.403869,4817,35,0.170254,6,4,35,2.413999,0.394345,0,0.748991,0.069449,230,1,no
1.101812,41,204,1.896056,11,8,125,2.413999,1.12123,23,0.640258,2.973614,455,1237,no
0.403869,3517,25125,0.170254,14,8,1625,2.413999,1.12123,1,0.640258,2.973614,515,501,no
0.403869,2867,9335,0.170254,11,8,5665,2.413999,1.12123,6,0.748991,2.973614,381,169,no
0.403869,26,1,0.170254,11,4,175,2.413999,0.394345,0,0.640258,2.973614,280,1,no
0.403869,5433,675,0.170254,8,8,2625,2.413999,1.12123,11,0.640258,2.973614,0,285,no
0.403869,3317,3165,1.896056,14,4,3165,2.413999,1.12123,3,0.640258,2.973614,380,1,no
0.403869,2392,665,0.170254,8,4,165,0.093714,0.394345,0,0.748991,2.973614,100,1,no
0.403869,2667,271,1.896056,13,4,525,2.413999,1.12123,1,0.748991,2.973614,211,1,no
0.403869,3992,54,1.896056,6,4,5,2.413999,1.12123,3,0.748991,2.973614,200,1001,no
1.101812,2608,8665,0.170254,6,4,1415,2.413999,0.394345,0,0.748991,2.973614,160,151,no
1.101812,3775,55,0.170254,11,4,125,2.413999,0.394345,0,0.640258,2.973614,228,1,no
0.403869,2267,254,1.896056,8,8,2585,2.413999,0.394345,0,0.748991,2.973614,0,1,no
0.403869,2442,12335,0.170254,11,8,1585,2.413999,0.394345,0,0.640258,2.973614,120,1,no
1.101812,2575,5,0.170254,8,8,875,2.413999,0.394345,0,0.640258,2.973614,491,1,no
0.403869,4858,205,1.896056,4,4,25,2.413999,1.12123,11,0.748991,2.973614,380,2733,no
1.101812,2292,11585,0.170254,13,4,4,2.413999,0.394345,0,0.748991,2.973614,80,1350,no
0.403869,43,29,1.896056,13,8,175,2.413999,1.12123,8,0.748991,2.973614,100,376,no
0.403869,3157,105,0.170254,14,4,65,2.413999,0.394345,0,0.748991,2.973614,0,1,no
1.101812,1883,954,0.170254,6,4,85,2.413999,0.394345,0,0.748991,2.973614,100,1,no
1.101812,2742,145,0.170254,14,8,3085,2.413999,1.12123,1,0.748991,2.973614,120,12,no
0.403869,41,4,0.170254,10,4,4,0.093714,1.12123,1,0.748991,0.069449,560,1,no
0.403869,4425,11,1.896056,2,4,15,2.413999,0.394345,0,0.748991,0.069449,0,1,yes
1.101812,3058,10665,0.170254,11,8,85,0.093714,1.12123,12,0.640258,2.973614,129,4,yes
0.403869,6275,7,0.170254,10,9,0,0.093714,0.394345,0,0.748991,2.973614,0,13,yes
1.101812,2725,29,0.170254,7,8,125,0.093714,1.12123,1,0.640258,2.973614,272,109,yes
0.403869,2208,2335,0.170254,4,4,75,0.093714,0.394345,0,0.748991,2.973614,180,1,yes
1.101812,5217,0,1.896056,1,1,0,0.093714,0.394345,0,0.748991,2.973614,0,1,yes
