@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute outlier string

@data
0.389617,395,425,0.162707,8,5,65,2.450366,1.12123,16,0.742257,2.973614,117,1211,no
0.389617,2617,25,0.162707,3,5,0,2.450366,0.394345,0,0.646337,2.973614,0,1,no
0.389617,4192,42,0.162707,8,8,21,2.450366,1.12123,6,0.742257,2.973614,220,949,no
0.389617,2133,75,0.162707,6,4,1415,2.450366,1.12123,1,0.742257,2.973614,80,9801,no
0.389617,2825,5125,0.162707,14,4,475,2.450366,1.12123,2,0.742257,2.973614,420,8,no
1.131083,1842,925,0.162707,11,4,121,2.450366,1.12123,4,0.742257,2.973614,60,541,no
1.131083,2325,5875,0.162707,11,4,317,2.450366,1.12123,10,0.742257,2.973614,120,246,no
0.389617,2833,5,0.162707,9,4,11,2.450366,0.394345,0,0.646337,2.973614,70,1,no
0.389617,32,175,1.939541,10,8,4,2.450366,0.394345,0,0.646337,2.973614,393,1,no
1.131083,2842,35,0.162707,9,4,835,2.450366,0.394345,0,0.742257,0.069449,280,1,no
0.389617,4817,35,0.162707,6,4,35,2.450366,0.394345,0,0.742257,0.069449,230,1,no
1.131083,41,204,1.939541,11,8,125,2.450366,1.12123,23,0.646337,2.973614,455,1237,no
0.389617,3517,25125,0.162707,14,8,1625,2.450366,1.12123,1,0.646337,2.973614,515,501,no
0.389617,2867,9335,0.162707,11,8,5665,2.450366,1.12123,6,0.742257,2.973614,381,169,no
0.389617,26,1,0.162707,11,4,175,2.450366,0.394345,0,0.646337,2.973614,280,1,no
0.389617,5433,675,0.162707,8,8,2625,2.450366,1.12123,11,0.646337,2.973614,0,285,no
0.389617,3317,3165,1.939541,14,4,3165,2.450366,1.12123,3,0.646337,2.973614,380,1,no
0.389617,2392,665,0.162707,8,4,165,0.090211,0.394345,0,0.742257,2.973614,100,1,no
0.389617,2667,271,1.939541,13,4,525,2.450366,1.12123,1,0.742257,2.973614,211,1,no
0.389617,3992,54,1.939541,6,4,5,2.450366,1.12123,3,0.742257,2.973614,200,1001,no
1.131083,2608,8665,0.162707,6,4,1415,2.450366,0.394345,0,0.742257,2.973614,160,151,no
1.131083,3775,55,0.162707,11,4,125,2.450366,0.394345,0,0.646337,2.973614,228,1,no
0.389617,2267,254,1.939541,8,8,2585,2.450366,0.394345,0,0.742257,2.973614,0,1,no
0.389617,2442,12335,0.162707,11,8,1585,2.450366,0.394345,0,0.646337,2.973614,120,1,no
1.131083,2575,5,0.162707,8,8,875,2.450366,0.394345,0,0.646337,2.973614,491,1,no
0.389617,4858,205,1.939541,4,4,25,2.450366,1.12123,11,0.742257,2.973614,380,2733,no
1.131083,2292,11585,0.162707,13,4,4,2.450366,0.394345,0,0.742257,2.973614,80,1350,no
0.389617,43,29,1.939541,13,8,175,2.450366,1.12123,8,0.742257,2.973614,100,376,no
0.389617,3157,105,0.162707,14,4,65,2.450366,0.394345,0,0.742257,2.973614,0,1,no
1.131083,1883,954,0.162707,6,4,85,2.450366,0.394345,0,0.742257,2.973614,100,1,no
1.131083,2742,145,0.162707,14,8,3085,2.450366,1.12123,1,0.742257,2.973614,120,12,no
0.389617,41,4,0.162707,10,4,4,0.090211,1.12123,1,0.742257,0.069449,560,1,no
0.389617,3108,3085,0.162707,8,4,25,0.090211,1.12123,2,0.646337,2.973614,160,42,yes
0.389617,1767,446,0.162707,8,4,25,0.090211,0.394345,0,0.742257,0.069449,80,1,yes
0.389617,3525,3165,0.162707,14,8,375,2.450366,0.394345,0,0.646337,2.973614,680,1,yes
0.389617,1867,5,0.162707,11,4,375,2.450366,1.12123,2,0.742257,2.973614,0,39,yes
0.389617,2192,5,0.162707,8,4,125,0.090211,0.394345,0,0.742257,2.973614,360,1,yes
0.389617,3417,275,0.162707,3,5,25,0.090211,0.394345,0,0.646337,2.973614,232,201,yes
